case_id,case_year,justice_name,advocate_name,utt_id_first,utt_id_last,advocate_gender,num_utts,num_utts_adv,num_utts_justice,num_toks_total,num_toks_adv,num_toks_justice,advocate_ideology,justice_ideology,adv_experience_int,adv_experience_bin,female_issue,num_adv_utts_interrupted,num_justice_utts_interrupted,adv_interruption_rate,justice_interruption_rate,num_adv_disfl,num_justice_disfl,num_adv_toks_in_utts_interrupted,num_justice_toks_in_utts_interrupted,justice_gender,adv_ideology_gender,ideology_matches
2013_12-761,2013,Ruth Bader Ginsburg,Seth P. Waxman,23517__0_021,23517__0_024,M,4,2,2,512,471,41,liberal,liberal,12,1,0,2,0,4.246284501061571,0.0,12,0,471,0,F,M-liberal,1
2013_12-761,2013,Samuel A. Alito Jr.,Seth P. Waxman,23517__0_025,23517__0_030,M,6,3,3,788,520,268,liberal,conservative,12,1,0,0,0,0.0,0.0,12,1,0,0,M,M-liberal,0
2013_12-761,2013,Anthony M. Kennedy,Seth P. Waxman,23517__3_000,23517__3_003,M,4,2,2,292,281,11,liberal,conservative,12,1,0,1,0,3.5587188612099645,0.0,8,1,255,0,M,M-liberal,0
2013_12-761,2013,Antonin Scalia,Seth P. Waxman,23517__3_008,23517__3_011,M,4,2,2,156,109,47,liberal,conservative,12,1,0,0,2,0.0,42.5531914893617,1,1,0,47,M,M-liberal,0
2010_09-996,2010,Sonia Sotomayor,Todd Marshall,21513__0_006,21513__0_015,M,10,5,5,408,218,190,conservative,liberal,0,0,0,0,0,0.0,0.0,3,1,0,0,F,M-conservative,0
2010_09-996,2010,Antonin Scalia,Todd Marshall,21513__0_016,21513__0_019,M,4,2,2,57,22,35,conservative,conservative,0,0,0,1,0,45.45454545454545,0.0,1,0,17,0,M,M-conservative,1
2010_09-996,2010,Anthony M. Kennedy,Todd Marshall,21513__0_026,21513__0_029,M,4,2,2,460,350,110,conservative,conservative,0,0,0,0,0,0.0,0.0,0,1,0,0,M,M-conservative,1
2010_09-996,2010,Elena Kagan,Todd Marshall,21513__0_030,21513__0_033,M,4,2,2,204,186,18,conservative,liberal,0,0,0,0,1,0.0,55.55555555555556,1,0,0,5,F,M-conservative,0
2010_09-996,2010,Antonin Scalia,Todd Marshall,21513__0_035,21513__0_038,M,4,2,2,132,56,76,conservative,conservative,0,0,0,1,0,17.857142857142858,0.0,1,3,48,0,M,M-conservative,1
2010_09-996,2010,Elena Kagan,Todd Marshall,21513__0_039,21513__0_042,M,4,2,2,164,110,54,conservative,liberal,0,0,0,1,0,9.090909090909092,0.0,1,2,15,0,F,M-conservative,0
2010_09-996,2010,Antonin Scalia,Todd Marshall,21513__0_050,21513__0_053,M,4,2,2,141,128,13,conservative,conservative,0,0,0,0,0,0.0,0.0,0,0,0,0,M,M-conservative,1
2010_09-996,2010,Ruth Bader Ginsburg,Todd Marshall,21513__0_055,21513__0_060,M,6,3,3,155,88,67,conservative,liberal,0,0,0,0,0,0.0,0.0,0,1,0,0,F,M-conservative,0
2010_09-996,2010,Sonia Sotomayor,Todd Marshall,21513__0_061,21513__0_078,M,18,9,9,443,123,320,conservative,liberal,0,0,0,4,1,32.520325203252035,3.125,5,3,50,9,F,M-conservative,0
2010_09-996,2010,Antonin Scalia,Todd Marshall,21513__0_079,21513__0_082,M,4,2,2,216,40,176,conservative,conservative,0,0,0,0,0,0.0,0.0,2,3,0,0,M,M-conservative,1
2010_09-996,2010,Sonia Sotomayor,Todd Marshall,21513__0_083,21513__0_088,M,6,3,3,168,50,118,conservative,liberal,0,0,0,2,0,40.0,0.0,2,2,36,0,F,M-conservative,0
2010_09-996,2010,Samuel A. Alito Jr.,Todd Marshall,21513__0_089,21513__0_096,M,8,4,4,223,44,179,conservative,conservative,0,0,0,1,0,22.727272727272727,0.0,2,3,8,0,M,M-conservative,1
2010_09-996,2010,Antonin Scalia,Todd Marshall,21513__0_097,21513__0_104,M,8,4,4,318,118,200,conservative,conservative,0,0,0,1,0,8.474576271186441,0.0,1,9,75,0,M,M-conservative,1
2010_09-996,2010,Stephen G. Breyer,Todd Marshall,21513__0_105,21513__0_112,M,8,4,4,177,29,148,conservative,liberal,0,0,0,1,0,34.48275862068966,0.0,1,0,18,0,M,M-conservative,0
2010_09-996,2010,Stephen G. Breyer,Todd Marshall,21513__0_114,21513__0_119,M,6,3,3,151,61,90,conservative,liberal,0,0,0,1,0,16.39344262295082,0.0,0,0,50,0,M,M-conservative,0
2010_09-996,2010,Elena Kagan,Todd Marshall,21513__0_121,21513__0_124,M,4,2,2,275,105,170,conservative,liberal,0,0,0,0,0,0.0,0.0,2,3,0,0,F,M-conservative,0
2010_09-996,2010,Sonia Sotomayor,Michael R Bigelow,21513__1_000,21513__1_005,M,6,3,3,233,122,111,liberal,liberal,0,0,0,1,0,8.19672131147541,0.0,1,1,15,0,F,M-liberal,1
2010_09-996,2010,Antonin Scalia,Michael R Bigelow,21513__1_006,21513__1_011,M,6,3,3,374,266,108,liberal,conservative,0,0,0,2,0,7.518796992481203,0.0,6,1,107,0,M,M-liberal,0
2010_09-996,2010,Stephen G. Breyer,Michael R Bigelow,21513__1_012,21513__1_037,M,26,13,13,1021,407,614,liberal,liberal,0,0,0,3,1,7.371007371007371,1.6286644951140066,10,4,26,73,M,M-liberal,1
2010_09-996,2010,Elena Kagan,Michael R Bigelow,21513__1_041,21513__1_044,M,4,2,2,120,63,57,liberal,liberal,0,0,0,1,0,15.873015873015873,0.0,1,1,7,0,F,M-liberal,1
2010_09-996,2010,John G. Roberts Jr.,Michael R Bigelow,21513__1_045,21513__1_058,M,14,7,7,487,236,251,liberal,conservative,0,0,0,2,0,8.474576271186441,0.0,6,4,63,0,M,M-liberal,0
2010_09-996,2010,Ruth Bader Ginsburg,Michael R Bigelow,21513__1_059,21513__1_062,M,4,2,2,169,79,90,liberal,liberal,0,0,0,1,0,12.658227848101266,0.0,1,2,36,0,F,M-liberal,1
2010_09-996,2010,Elena Kagan,Michael R Bigelow,21513__1_063,21513__1_066,M,4,2,2,83,61,22,liberal,liberal,0,0,0,0,0,0.0,0.0,1,1,0,0,F,M-liberal,1
2010_09-996,2010,Antonin Scalia,Michael R Bigelow,21513__1_071,21513__1_080,M,10,5,5,222,85,137,liberal,conservative,0,0,0,2,0,23.529411764705884,0.0,7,1,35,0,M,M-liberal,0
2010_09-996,2010,John G. Roberts Jr.,Michael R Bigelow,21513__1_083,21513__1_092,M,10,5,5,458,279,179,liberal,conservative,0,0,0,0,0,0.0,0.0,5,1,0,0,M,M-liberal,0
2010_09-996,2010,Samuel A. Alito Jr.,Michael R Bigelow,21513__1_093,21513__1_096,M,4,2,2,144,98,46,liberal,conservative,0,0,0,1,0,10.204081632653061,0.0,2,0,52,0,M,M-liberal,0
2010_09-996,2010,Ruth Bader Ginsburg,Michael R Bigelow,21513__1_097,21513__1_102,M,6,3,3,186,123,63,liberal,liberal,0,0,0,1,0,8.130081300813009,0.0,10,1,44,0,F,M-liberal,1
2010_09-996,2010,Samuel A. Alito Jr.,Michael R Bigelow,21513__1_103,21513__1_108,M,6,3,3,416,346,70,liberal,conservative,0,0,0,1,0,2.8901734104046244,0.0,9,0,327,0,M,M-liberal,0
2010_09-996,2010,Sonia Sotomayor,Michael R Bigelow,21513__1_111,21513__1_114,M,4,2,2,83,28,55,liberal,liberal,0,0,0,0,0,0.0,0.0,0,0,0,0,F,M-liberal,1
2010_10-277,2010,John G. Roberts Jr.,Theodore J. Boutrous Jr.,21886__0_001,21886__0_004,M,4,2,2,357,223,134,conservative,conservative,0,0,0,1,0,4.484304932735426,0.0,1,5,30,0,M,M-conservative,1
2010_10-277,2010,Sonia Sotomayor,Theodore J. Boutrous Jr.,21886__0_012,21886__0_015,M,4,2,2,443,203,240,conservative,liberal,0,0,0,2,0,9.852216748768473,0.0,3,3,203,0,F,M-conservative,0
2010_10-277,2010,Elena Kagan,Theodore J. Boutrous Jr.,21886__0_018,21886__0_021,M,4,2,2,326,204,122,conservative,liberal,0,0,0,0,0,0.0,0.0,5,2,0,0,F,M-conservative,0
2010_10-277,2010,John G. Roberts Jr.,Theodore J. Boutrous Jr.,21886__0_026,21886__0_035,M,10,5,5,437,341,96,conservative,conservative,0,0,0,1,0,2.932551319648094,0.0,8,5,20,0,M,M-conservative,1
2010_10-277,2010,Sonia Sotomayor,Theodore J. Boutrous Jr.,21886__0_039,21886__0_044,M,6,3,3,423,176,247,conservative,liberal,0,0,0,1,0,5.681818181818182,0.0,6,5,43,0,F,M-conservative,0
2010_10-277,2010,Sonia Sotomayor,Theodore J. Boutrous Jr.,21886__0_047,21886__0_052,M,6,3,3,347,257,90,conservative,liberal,0,0,0,0,0,0.0,0.0,1,2,0,0,F,M-conservative,0
2010_10-277,2010,John G. Roberts Jr.,Theodore J. Boutrous Jr.,21886__0_057,21886__0_061,M,5,3,2,100,66,34,conservative,conservative,0,0,0,0,0,0.0,0.0,1,0,0,0,M,M-conservative,1
2010_10-277,2010,John G. Roberts Jr.,Joseph M. Sellers,21886__1_002,21886__1_013,M,12,6,6,431,267,164,liberal,conservative,0,0,0,2,0,7.49063670411985,0.0,8,7,20,0,M,M-liberal,0
2010_10-277,2010,Anthony M. Kennedy,Joseph M. Sellers,21886__1_014,21886__1_019,M,6,3,3,503,388,115,liberal,conservative,0,0,0,1,0,2.577319587628866,0.0,6,2,206,0,M,M-liberal,0
2010_10-277,2010,Antonin Scalia,Joseph M. Sellers,21886__1_020,21886__1_041,M,22,11,11,872,532,340,liberal,conservative,0,0,0,5,1,9.398496240601503,2.9411764705882355,24,9,276,62,M,M-liberal,0
2010_10-277,2010,Ruth Bader Ginsburg,Joseph M. Sellers,21886__1_042,21886__1_047,M,6,3,3,218,47,171,liberal,liberal,0,0,0,2,2,42.5531914893617,11.695906432748538,5,6,42,82,F,M-liberal,1
2010_10-277,2010,John G. Roberts Jr.,Joseph M. Sellers,21886__1_048,21886__1_051,M,4,2,2,460,263,197,liberal,conservative,0,0,0,0,0,0.0,0.0,7,3,0,0,M,M-liberal,0
2010_10-277,2010,Stephen G. Breyer,Joseph M. Sellers,21886__1_052,21886__1_057,M,6,3,3,184,83,101,liberal,liberal,0,0,0,0,1,0.0,9.900990099009901,6,2,0,21,M,M-liberal,1
2010_10-277,2010,Ruth Bader Ginsburg,Joseph M. Sellers,21886__1_058,21886__1_061,M,4,2,2,240,138,102,liberal,liberal,0,0,0,1,0,7.246376811594203,0.0,4,2,110,0,F,M-liberal,1
2010_10-277,2010,Antonin Scalia,Joseph M. Sellers,21886__1_062,21886__1_067,M,6,3,3,123,82,41,liberal,conservative,0,0,0,2,0,24.390243902439025,0.0,7,2,7,0,M,M-liberal,0
2010_10-277,2010,Anthony M. Kennedy,Joseph M. Sellers,21886__1_068,21886__1_079,M,12,6,6,453,249,204,liberal,conservative,0,0,0,2,1,8.032128514056225,4.901960784313726,11,7,44,23,M,M-liberal,0
2010_10-277,2010,Samuel A. Alito Jr.,Joseph M. Sellers,21886__1_080,21886__1_085,M,6,3,3,237,133,104,liberal,conservative,0,0,0,0,0,0.0,0.0,8,2,0,0,M,M-liberal,0
2010_10-277,2010,Antonin Scalia,Joseph M. Sellers,21886__1_086,21886__1_095,M,10,5,5,294,163,131,liberal,conservative,0,0,0,1,3,6.134969325153374,22.900763358778626,11,12,4,85,M,M-liberal,0
2010_10-277,2010,Ruth Bader Ginsburg,Joseph M. Sellers,21886__1_101,21886__1_106,M,6,3,3,270,211,59,liberal,liberal,0,0,0,1,0,4.739336492890995,0.0,8,1,40,0,F,M-liberal,1
2010_10-277,2010,Sonia Sotomayor,Joseph M. Sellers,21886__1_107,21886__1_126,M,20,10,10,462,211,251,liberal,liberal,0,0,0,6,1,28.436018957345972,3.9840637450199203,10,5,148,23,F,M-liberal,1
2010_10-277,2010,Antonin Scalia,Joseph M. Sellers,21886__1_127,21886__1_130,M,4,2,2,165,96,69,liberal,conservative,0,0,0,1,0,10.416666666666666,0.0,3,3,11,0,M,M-liberal,0
2010_10-277,2010,Ruth Bader Ginsburg,Joseph M. Sellers,21886__1_138,21886__1_141,M,4,2,2,234,82,152,liberal,liberal,0,0,0,0,0,0.0,0.0,1,8,0,0,F,M-liberal,1
2010_10-277,2010,Antonin Scalia,Joseph M. Sellers,21886__1_142,21886__1_145,M,4,2,2,57,34,23,liberal,conservative,0,0,0,2,0,58.8235294117647,0.0,3,0,34,0,M,M-liberal,0
2010_10-277,2010,Sonia Sotomayor,Theodore J. Boutrous Jr.,21886__2_000,21886__2_003,M,4,2,2,340,223,117,conservative,liberal,0,0,0,2,0,8.968609865470851,0.0,3,1,223,0,F,M-conservative,0
2010_10-277,2010,Stephen G. Breyer,Theodore J. Boutrous Jr.,21886__2_004,21886__2_007,M,4,2,2,282,189,93,conservative,liberal,0,0,0,1,0,5.291005291005291,0.0,4,0,27,0,M,M-conservative,0
2010_10-277,2010,Sonia Sotomayor,Theodore J. Boutrous Jr.,21886__2_010,21886__2_013,M,4,2,2,187,146,41,conservative,liberal,0,0,0,0,0,0.0,0.0,4,1,0,0,F,M-conservative,0
2015_14-8358,2015,Anthony M. Kennedy,Edward Scott Zas,24012__0_003,24012__0_006,M,4,2,2,230,162,68,liberal,conservative,0,0,0,1,0,6.172839506172839,0.0,1,8,146,0,M,M-liberal,0
2015_14-8358,2015,Samuel A. Alito Jr.,Edward Scott Zas,24012__0_009,24012__0_014,M,6,3,3,589,343,246,liberal,conservative,0,0,0,1,0,2.9154518950437316,0.0,6,5,7,0,M,M-liberal,0
2015_14-8358,2015,John G. Roberts Jr.,Edward Scott Zas,24012__0_015,24012__0_018,M,4,2,2,184,126,58,liberal,conservative,0,0,0,0,1,0.0,17.24137931034483,3,2,0,12,M,M-liberal,0
2015_14-8358,2015,Anthony M. Kennedy,Edward Scott Zas,24012__0_021,24012__0_024,M,4,2,2,191,146,45,liberal,conservative,0,0,0,1,0,6.8493150684931505,0.0,5,0,38,0,M,M-liberal,0
2015_14-8358,2015,Elena Kagan,Edward Scott Zas,24012__0_025,24012__0_028,M,4,2,2,394,197,197,liberal,liberal,0,0,0,1,0,5.0761421319796955,0.0,1,1,21,0,F,M-liberal,1
2015_14-8358,2015,Antonin Scalia,Edward Scott Zas,24012__0_033,24012__0_040,M,8,4,4,320,102,218,liberal,conservative,0,0,0,1,0,9.803921568627452,0.0,4,9,12,0,M,M-liberal,0
2015_14-8358,2015,John G. Roberts Jr.,Edward Scott Zas,24012__0_041,24012__0_046,M,6,3,3,207,186,21,liberal,conservative,0,0,0,2,0,10.75268817204301,0.0,3,0,171,0,M,M-liberal,0
2015_14-8358,2015,Stephen G. Breyer,Edward Scott Zas,24012__0_047,24012__0_056,M,10,5,5,571,52,519,liberal,liberal,0,0,0,2,0,38.46153846153846,0.0,0,7,13,0,M,M-liberal,1
2015_14-8358,2015,Antonin Scalia,Edward Scott Zas,24012__0_061,24012__0_064,M,4,2,2,73,59,14,liberal,conservative,0,0,0,0,0,0.0,0.0,6,0,0,0,M,M-liberal,0
2015_14-8358,2015,Samuel A. Alito Jr.,Edward Scott Zas,24012__0_067,24012__0_070,M,4,2,2,194,103,91,liberal,conservative,0,0,0,2,0,19.41747572815534,0.0,5,2,103,0,M,M-liberal,0
2015_14-8358,2015,Elena Kagan,Edward Scott Zas,24012__0_071,24012__0_074,M,4,2,2,321,255,66,liberal,liberal,0,0,0,0,0,0.0,0.0,6,1,0,0,F,M-liberal,1
2015_14-8358,2015,Antonin Scalia,Ann O'Connell Adams,24012__1_000,24012__1_003,F,4,2,2,149,114,35,conservative,conservative,1,1,0,1,0,8.771929824561404,0.0,1,0,83,0,M,F-conservative,1
2015_14-8358,2015,Samuel A. Alito Jr.,Ann O'Connell Adams,24012__1_004,24012__1_011,F,8,4,4,565,364,201,conservative,conservative,1,1,0,3,0,8.241758241758241,0.0,3,6,289,0,M,F-conservative,1
2015_14-8358,2015,Antonin Scalia,Ann O'Connell Adams,24012__1_012,24012__1_025,F,14,7,7,360,211,149,conservative,conservative,1,1,0,6,0,28.436018957345972,0.0,5,11,203,0,M,F-conservative,1
2015_14-8358,2015,Ruth Bader Ginsburg,Ann O'Connell Adams,24012__1_026,24012__1_029,F,4,2,2,88,59,29,conservative,liberal,1,1,0,0,1,0.0,34.48275862068966,1,1,0,18,F,F-conservative,0
2015_14-8358,2015,Antonin Scalia,Ann O'Connell Adams,24012__1_035,24012__1_043,F,9,4,5,495,274,221,conservative,conservative,1,1,0,1,1,3.6496350364963503,4.524886877828054,14,8,181,4,M,F-conservative,1
2015_14-8358,2015,Stephen G. Breyer,Ann O'Connell Adams,24012__1_052,24012__1_057,F,6,3,3,279,261,18,conservative,liberal,1,1,0,0,0,0.0,0.0,7,0,0,0,M,F-conservative,0
2015_14-8358,2015,Antonin Scalia,Ann O'Connell Adams,24012__1_059,24012__1_062,F,4,2,2,49,28,21,conservative,conservative,1,1,0,1,0,35.714285714285715,0.0,3,0,22,0,M,F-conservative,1
2015_14-8358,2015,Stephen G. Breyer,Ann O'Connell Adams,24012__1_065,24012__1_068,F,4,2,2,253,84,169,conservative,liberal,1,1,0,1,1,11.904761904761905,5.9171597633136095,2,5,38,165,M,F-conservative,0
2015_14-8358,2015,Antonin Scalia,Ann O'Connell Adams,24012__1_073,24012__1_076,F,4,2,2,194,162,32,conservative,conservative,1,1,0,0,0,0.0,0.0,1,1,0,0,M,F-conservative,1
2015_14-8358,2015,Anthony M. Kennedy,Ann O'Connell Adams,24012__1_085,24012__1_090,F,6,3,3,165,33,132,conservative,conservative,1,1,0,1,0,30.303030303030305,0.0,0,5,3,0,M,F-conservative,1
2015_14-8358,2015,Stephen G. Breyer,Ann O'Connell Adams,24012__1_093,24012__1_098,F,6,3,3,402,350,52,conservative,liberal,1,1,0,0,0,0.0,0.0,6,1,0,0,M,F-conservative,0
2015_14-8358,2015,Sonia Sotomayor,Edward Scott Zas,24012__2_006,24012__2_011,M,6,3,3,337,272,65,liberal,liberal,0,0,0,2,0,7.352941176470588,0.0,4,0,270,0,F,M-liberal,1
2015_14-8358,2015,Stephen G. Breyer,Edward Scott Zas,24012__2_012,24012__2_017,M,6,3,3,156,52,104,liberal,liberal,0,0,0,1,1,19.23076923076923,9.615384615384615,1,4,3,25,M,M-liberal,1
2018_16-1094,2018,Samuel A. Alito Jr.,Christopher M. Curran,24638__0_003,24638__0_010,M,8,4,4,524,339,185,conservative,conservative,0,0,0,1,0,2.949852507374631,0.0,13,7,89,0,M,M-conservative,1
2018_16-1094,2018,Ruth Bader Ginsburg,Christopher M. Curran,24638__0_013,24638__0_016,M,4,2,2,213,177,36,conservative,liberal,0,0,0,0,0,0.0,0.0,12,2,0,0,F,M-conservative,0
2018_16-1094,2018,John G. Roberts Jr.,Christopher M. Curran,24638__0_017,24638__0_030,M,14,7,7,272,114,158,conservative,conservative,0,0,0,2,3,17.54385964912281,18.9873417721519,2,8,12,84,M,M-conservative,1
2018_16-1094,2018,Sonia Sotomayor,Christopher M. Curran,24638__0_031,24638__0_048,M,18,9,9,549,336,213,conservative,liberal,0,0,0,3,5,8.928571428571429,23.474178403755868,21,12,224,149,F,M-conservative,0
2018_16-1094,2018,Samuel A. Alito Jr.,Christopher M. Curran,24638__0_049,24638__0_054,M,6,3,3,294,169,125,conservative,conservative,0,0,0,0,1,0.0,8.0,7,5,0,51,M,M-conservative,1
2018_16-1094,2018,Ruth Bader Ginsburg,Christopher M. Curran,24638__0_055,24638__0_060,M,6,3,3,533,442,91,conservative,liberal,0,0,0,0,2,0.0,21.978021978021978,12,3,0,89,F,M-conservative,0
2018_16-1094,2018,Elena Kagan,Christopher M. Curran,24638__0_061,24638__0_068,M,8,4,4,331,175,156,conservative,liberal,0,0,0,2,0,11.428571428571429,0.0,6,4,95,0,F,M-conservative,0
2018_16-1094,2018,Sonia Sotomayor,Kannon K. Shanmugam,24638__2_000,24638__2_009,M,10,5,5,896,555,341,liberal,liberal,9,1,0,5,0,9.00900900900901,0.0,0,4,555,0,F,M-liberal,1
2018_16-1094,2018,Stephen G. Breyer,Kannon K. Shanmugam,24638__2_010,24638__2_015,M,6,3,3,1831,957,874,liberal,liberal,9,1,0,2,0,2.089864158829676,0.0,3,22,783,0,M,M-liberal,1
2018_16-1094,2018,Sonia Sotomayor,Kannon K. Shanmugam,24638__2_016,24638__2_023,M,8,4,4,339,203,136,liberal,liberal,9,1,0,4,3,19.704433497536947,22.058823529411764,4,4,203,111,F,M-liberal,1
2018_16-1094,2018,Samuel A. Alito Jr.,Kannon K. Shanmugam,24638__2_026,24638__2_029,M,4,2,2,192,97,95,liberal,conservative,9,1,0,1,1,10.309278350515465,10.526315789473685,0,2,5,5,M,M-liberal,0
2018_16-1094,2018,Stephen G. Breyer,Kannon K. Shanmugam,24638__2_078,24638__2_083,M,6,3,3,50,39,11,liberal,liberal,9,1,0,2,0,51.282051282051285,0.0,2,0,28,0,M,M-liberal,1
2018_16-1094,2018,Samuel A. Alito Jr.,Christopher M. Curran,24638__3_000,24638__3_003,M,4,2,2,86,37,49,conservative,conservative,0,0,0,1,0,27.027027027027028,0.0,0,2,2,0,M,M-conservative,1
2018_16-1094,2018,Ruth Bader Ginsburg,Christopher M. Curran,24638__3_004,24638__3_009,M,6,3,3,105,62,43,conservative,liberal,0,0,0,2,2,32.25806451612903,46.51162790697674,3,2,60,23,F,M-conservative,0
2018_16-1094,2018,Stephen G. Breyer,Christopher M. Curran,24638__3_010,24638__3_015,M,6,3,3,141,59,82,conservative,liberal,0,0,0,2,0,33.898305084745765,0.0,0,2,57,0,M,M-conservative,0
2010_09-291,2010,Antonin Scalia,Eric Schnapper,22673__0_004,22673__0_009,M,6,3,3,43,21,22,liberal,conservative,2,1,0,0,0,0.0,0.0,0,0,0,0,M,M-liberal,0
2010_09-291,2010,Anthony M. Kennedy,Eric Schnapper,22673__0_010,22673__0_013,M,4,2,2,194,117,77,liberal,conservative,2,1,0,1,0,8.547008547008547,0.0,2,0,67,0,M,M-liberal,0
2010_09-291,2010,Samuel A. Alito Jr.,Eric Schnapper,22673__0_017,22673__0_030,M,14,7,7,465,253,212,liberal,conservative,2,1,0,1,0,3.952569169960474,0.0,5,3,4,0,M,M-liberal,0
2010_09-291,2010,Samuel A. Alito Jr.,Eric Schnapper,22673__0_033,22673__0_038,M,6,3,3,569,314,255,liberal,conservative,2,1,0,3,0,9.554140127388536,0.0,13,10,314,0,M,M-liberal,0
2010_09-291,2010,Stephen G. Breyer,Eric Schnapper,22673__0_039,22673__0_046,M,8,4,4,535,160,375,liberal,liberal,2,1,0,0,1,0.0,2.6666666666666665,8,14,0,117,M,M-liberal,1
2010_09-291,2010,Ruth Bader Ginsburg,Eric Schnapper,22673__0_049,22673__0_052,M,4,2,2,165,75,90,liberal,liberal,2,1,0,1,1,13.333333333333334,11.11111111111111,2,3,38,45,F,M-liberal,1
2010_09-291,2010,Sonia Sotomayor,Leigh Gross Latherow,22673__2_000,22673__2_007,F,8,4,4,196,99,97,conservative,liberal,0,0,0,2,1,20.2020202020202,10.309278350515465,4,4,91,9,F,F-conservative,0
2010_09-291,2010,Antonin Scalia,Leigh Gross Latherow,22673__2_008,22673__2_013,F,6,3,3,244,118,126,conservative,conservative,0,0,0,0,0,0.0,0.0,1,0,0,0,M,F-conservative,1
2010_09-291,2010,Anthony M. Kennedy,Leigh Gross Latherow,22673__2_014,22673__2_019,F,6,3,3,206,141,65,conservative,conservative,0,0,0,1,0,7.092198581560283,0.0,0,0,14,0,M,F-conservative,1
2010_09-291,2010,John G. Roberts Jr.,Leigh Gross Latherow,22673__2_020,22673__2_023,F,4,2,2,45,31,14,conservative,conservative,0,0,0,0,0,0.0,0.0,2,0,0,0,M,F-conservative,1
2010_09-291,2010,Antonin Scalia,Leigh Gross Latherow,22673__2_026,22673__2_029,F,4,2,2,162,79,83,conservative,conservative,0,0,0,1,1,12.658227848101266,12.048192771084338,2,2,69,71,M,F-conservative,1
2010_09-291,2010,Stephen G. Breyer,Leigh Gross Latherow,22673__2_032,22673__2_041,F,10,5,5,499,66,433,conservative,liberal,0,0,0,1,0,15.151515151515152,0.0,2,7,48,0,M,F-conservative,0
2010_09-291,2010,Antonin Scalia,Leigh Gross Latherow,22673__2_055,22673__2_058,F,4,2,2,98,86,12,conservative,conservative,0,0,0,1,1,11.627906976744185,83.33333333333333,1,1,4,2,M,F-conservative,1
2010_09-291,2010,Stephen G. Breyer,Leigh Gross Latherow,22673__2_059,22673__2_066,F,8,4,4,541,64,477,conservative,liberal,0,0,0,1,0,15.625,0.0,1,9,4,0,M,F-conservative,0
2010_09-291,2010,Antonin Scalia,Leigh Gross Latherow,22673__2_067,22673__2_070,F,4,2,2,279,181,98,conservative,conservative,0,0,0,2,1,11.049723756906078,10.204081632653061,4,2,181,22,M,F-conservative,1
2010_09-291,2010,Ruth Bader Ginsburg,Leigh Gross Latherow,22673__2_071,22673__2_076,F,6,3,3,352,184,168,conservative,liberal,0,0,0,1,0,5.434782608695652,0.0,6,4,70,0,F,F-conservative,0
2010_09-291,2010,Antonin Scalia,Leigh Gross Latherow,22673__2_077,22673__2_088,F,12,6,6,460,355,105,conservative,conservative,0,0,0,2,1,5.633802816901408,9.523809523809524,8,4,204,5,M,F-conservative,1
2010_09-291,2010,Stephen G. Breyer,Leigh Gross Latherow,22673__2_089,22673__2_092,F,4,2,2,705,589,116,conservative,liberal,0,0,0,1,0,1.697792869269949,0.0,11,4,561,0,M,F-conservative,0
2010_09-291,2010,Sonia Sotomayor,Eric Schnapper,22673__3_002,22673__3_007,M,6,3,3,192,93,99,liberal,liberal,2,1,0,1,1,10.75268817204301,10.1010101010101,4,3,81,20,F,M-liberal,1
2017_17-5716,2017,Sonia Sotomayor,Jeffrey L. Fisher,24589__0_001,24589__0_008,M,8,4,4,551,415,136,liberal,liberal,7,1,0,2,1,4.819277108433735,7.352941176470588,2,4,384,25,F,M-liberal,1
2017_17-5716,2017,Samuel A. Alito Jr.,Jeffrey L. Fisher,24589__0_011,24589__0_022,M,12,6,6,518,371,147,liberal,conservative,7,1,0,3,2,8.086253369272237,13.605442176870747,4,4,161,68,M,M-liberal,0
2017_17-5716,2017,Sonia Sotomayor,Jeffrey L. Fisher,24589__0_025,24589__0_034,M,10,5,5,659,358,301,liberal,liberal,7,1,0,2,1,5.58659217877095,3.3222591362126246,9,4,9,5,F,M-liberal,1
2017_17-5716,2017,Sonia Sotomayor,Eric J. Feigin,24589__1_000,24589__1_003,M,4,2,2,432,360,72,conservative,liberal,5,1,0,1,0,2.7777777777777777,0.0,1,0,298,0,F,M-conservative,0
2017_17-5716,2017,John G. Roberts Jr.,Eric J. Feigin,24589__1_006,24589__1_011,M,6,3,3,136,77,59,conservative,conservative,5,1,0,3,0,38.96103896103896,0.0,0,3,77,0,M,M-conservative,1
2017_17-5716,2017,Sonia Sotomayor,Eric J. Feigin,24589__1_014,24589__1_019,M,6,3,3,735,416,319,conservative,liberal,5,1,0,2,1,4.8076923076923075,3.134796238244514,7,3,333,4,F,M-conservative,0
2017_17-5716,2017,Stephen G. Breyer,Eric J. Feigin,24589__1_020,24589__1_039,M,20,10,10,1916,1106,810,conservative,liberal,5,1,0,7,1,6.329113924050633,1.2345679012345678,17,20,193,156,M,M-conservative,0
2017_17-5716,2017,Elena Kagan,Eric J. Feigin,24589__1_040,24589__1_047,M,8,4,4,720,471,249,conservative,liberal,5,1,0,3,1,6.369426751592357,4.016064257028113,12,5,405,22,F,M-conservative,0
2017_17-5716,2017,Anthony M. Kennedy,Eric J. Feigin,24589__1_048,24589__1_055,M,8,4,4,955,766,189,conservative,conservative,5,1,0,4,1,5.221932114882507,5.291005291005291,8,4,766,20,M,M-conservative,1
